tier,score,id,name,keyword,found_in,primary_industry,secondary_industries,expected_any_of,created_at,description
LOW,10,6d8f526a-1c81-443d-9a6b-706d68e8cc1d,Circular Economy Strategist,Supply Chain,description,Environment & Sustainability,"Business & Finance,Science & Research",Supply Chain & Operations,2026-04-28T07:57:49.603563+00:00,"You design closed-loop business models and supply chains that eliminate waste, turning discarded materials into valuable resources while helping companies cut costs and environmental impact."
MEDIUM,10,9ee64a18-5a63-48a6-98db-aa74e51ade14,Clinical Dietitian,Clinical,title,Food & Culinary,"Hospitality & Events,Business & Finance",Healthcare & Medicine / Science & Research,2026-04-22T02:52:32.271017+00:00,"You create personalized nutrition plans that help patients manage diseases, recover from surgery, and feel their best by translating complex medical science into food choices they can actually stick with."
MEDIUM,10,af145cc8-c727-4973-a952-8821f2ef26e0,Clinical Nutritionist,Clinical,title,Food & Culinary,"Hospitality & Events,Business & Finance,Architecture & Urban Planning",Healthcare & Medicine / Science & Research,2026-04-22T02:52:31.845128+00:00,"You assess clients' eating habits and design personalized meal plans to prevent disease, manage chronic conditions, and help people feel their best through science-backed nutrition strategies."
LOW,10,d108d219-714d-4ddd-b77e-fa32b235d817,Commodities Trader,Supply Chain,description,Business & Finance,"Entrepreneurship,Law & Government",Supply Chain & Operations,2026-04-22T06:25:50.312635+00:00,"You analyze market trends, buy and sell commodities like oil, metals, and agriculture products, making split-second decisions that move millions of dollars and influence global supply chains."
LOW,10,18408074-34a6-4bc7-8573-3f00e9c72e5a,Commodity Trading Analyst,Supply Chain,description,Business & Finance,"Entrepreneurship,Tech & Engineering",Supply Chain & Operations,2026-04-27T07:58:02.130786+00:00,"You analyze global commodity markets—oil, metals, agriculture—to predict price movements and advise clients on buying, selling, or hedging strategies that shape supply chains and investment portfolios."
MEDIUM,10,5aa6010e-263a-4b78-a056-bde1159906b5,Compliance Officer,Compliance,title,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,2026-04-22T02:52:29.646164+00:00,"You ensure organizations follow complex government regulations, developing policies, training employees, and investigating potential violations before regulators do. Your expertise prevents companies from facing massive fines, lawsuits, or criminal charges."
LOW,10,e4d80d16-7fca-4ed6-bac5-2f6b1f751a38,Conductor,Orchestra,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Arts & Performance,2026-04-22T02:52:34.239097+00:00,"You lead orchestras and ensembles through rehearsals and performances, shaping every musical detail with your baton and vision to create powerful collective experiences."
LOW,10,03da94b3-8d37-4a09-b0ad-f8352a3ca0fe,Convention & Visitors Bureau Director,Hotel,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Hospitality & Events,2026-04-22T02:52:33.087307+00:00,"You attract visitors and events to your city by promoting attractions, managing tourism marketing campaigns, and partnering with hotels and businesses to grow the local economy."
LOW,10,00ef9938-9c88-4c9c-9197-093e59b9bcea,Costume Designer,Actor,description,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Architecture & Urban Planning",Arts & Performance / Media & Journalism,2026-04-22T02:52:30.47108+00:00,"You research time periods and character personalities to create wardrobes for film, theater, and TV productions. Your designs help actors transform into their characters and transport audiences to different worlds."
LOW,10,d6c81f43-b70b-4288-baa4-96997584b98e,Costume Rental Business Owner,Performer,description,Fashion & Beauty,"Hospitality & Events,Design & Creative",Arts & Performance / Sports & Fitness,2026-04-22T02:52:29.646164+00:00,"You curate, maintain, and rent elaborate costumes to theaters, film productions, and event planners, transforming your creative inventory into profitable experiences while building relationships with performers and production teams."
MEDIUM,10,a22c5f97-64dc-4519-a8d9-f6320db69921,CRISPR Gene Editor,Editor,title,Science & Research,"Healthcare & Medicine,Tech & Engineering",Media & Journalism / Design & Creative / Arts & Performance / Marketing & Communications,2026-07-24T03:19:42.262896+00:00,"You design and conduct precise genetic experiments using CRISPR technology to edit DNA, potentially curing diseases and advancing human health through cutting-edge molecular precision."
MEDIUM,10,c7936700-3e3e-4607-9113-8e1fcd90d735,CrossFit Coach,Coach,title,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,2026-04-22T02:52:32.905098+00:00,"You design personalized workout programs, demonstrate proper techniques, and motivate athletes through intense group classes and one-on-one training sessions while building a supportive fitness community."
LOW,10,83a89c3c-22d1-4af2-9547-d14196deb272,Cryptography Engineer,Actor,description,Cybersecurity,"Tech & Engineering,Law & Government,Architecture & Urban Planning",Arts & Performance / Media & Journalism,2026-04-22T02:52:32.271017+00:00,"You design and build unbreakable codes and security systems that protect everything from bank transactions to government secrets, making sure bad actors can't steal or access sensitive information."
LOW,10,08571bc2-35d3-48ca-a015-80e87e72d1c1,Eco-Friendly Product Founder,Supply Chain,description,Entrepreneurship,"Environment & Sustainability,Design & Creative",Supply Chain & Operations,2026-06-29T04:28:43.320081+00:00,"You design and launch sustainable products that replace harmful alternatives, testing prototypes, managing supply chains, and convincing customers and investors that doing good for the planet is good business."
LOW,10,eb3c8236-57eb-47ee-9caf-1ff79e823f63,Editorial Director,Journalist,description,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Media & Journalism,2026-04-22T02:52:33.295118+00:00,"You shape the voice and vision of publications by guiding writers, designers, and journalists to create compelling stories that inform and inspire millions of readers across print and digital platforms."
MEDIUM,10,51f813d4-3c1d-47d9-97ce-891d299581f0,Fabric Quality Inspector,Inspector,title,Fashion & Beauty,"Design & Creative,Business & Finance",Law & Government / Environment & Sustainability / Architecture & Urban Planning / Supply Chain & Operations / Food & Culinary / Aviation & Transportation,2026-06-26T04:14:36.943299+00:00,"You meticulously inspect fabrics for defects, color consistency, and quality standards, ensuring every garment that reaches customers meets brand excellence."
LOW,10,91a1ba98-abee-441d-827c-b70fe816abea,Fair Trade Advocate,Supply Chain,description,Social Impact & Nonprofit,"Law & Government,Education & Coaching",Supply Chain & Operations,2026-05-18T02:13:35.633599+00:00,"You investigate supply chains, certify ethical producers, and campaign for fair wages—turning corporate accountability into real change for workers worldwide."
LOW,10,baa57d92-fe86-4266-a03d-47a2e22c9aee,Financial Crime Analyst,Actor,description,Law & Government,"Business & Finance,Social Impact & Nonprofit,Science & Research",Arts & Performance / Media & Journalism,2026-04-22T02:52:30.082186+00:00,"You dig through financial records and transactions to catch criminals, money laundering schemes, and fraud—protecting companies and banks from losing millions while helping law enforcement build cases that put bad actors away."
LOW,10,36d61545-c9ef-4549-8a93-7292116c927e,Fluid Dynamics Engineer,Aircraft,description,Science & Research,"Tech & Engineering,Environment & Sustainability",Aviation & Transportation,2026-04-22T06:27:22.580869+00:00,"You model how fluids move through engines, pipes, and aircraft wings, using supercomputers and wind tunnels to solve physics puzzles that make everything from cars to rockets work better."
LOW,10,3e06eadc-62c1-4ccf-9135-37cd4eb9fe09,Food Tech Innovator,Supply Chain,description,Entrepreneurship,"Science & Research,Environment & Sustainability",Supply Chain & Operations,2026-07-15T02:53:01.530543+00:00,"You develop cutting-edge food products and business models that solve real hunger, nutrition, or sustainability problems—from lab-grown proteins to AI-powered supply chains—while building a company from scratch."
LOW,10,594bc14b-af6f-4634-b11c-e2945866604f,Food Waste Reduction Specialist,Supply Chain,description,Environment & Sustainability,"Social Impact & Nonprofit,Business & Finance",Supply Chain & Operations,2026-08-02T03:29:40.977144+00:00,"You analyze food supply chains, design waste reduction strategies, and partner with restaurants, grocers, and farms to divert thousands of pounds of food from landfills each year."
MEDIUM,10,87aa195e-63c0-4f54-8e62-10a0f0be46f4,Genetic Testing Counselor,Counselor,title,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Healthcare & Medicine / Education & Coaching / Social Impact & Nonprofit / Law & Government,2026-04-22T02:52:34.616352+00:00,"You help patients understand genetic test results and their health implications, translating complex science into clear guidance that empowers families to make informed medical decisions."
MEDIUM,10,807c73c6-2c0d-4abb-8bdb-ed2c8748d3a0,Genomic Counselor,Counselor,title,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Healthcare & Medicine / Education & Coaching / Social Impact & Nonprofit / Law & Government,2026-04-22T02:52:31.392704+00:00,"You interpret genetic test results and guide patients through the medical and emotional implications of their DNA, helping families make informed decisions about their health and futures."
MEDIUM,10,9bb8b88b-9b21-4006-bf16-c1c1d3f2e327,Grief Counselor,Counselor,title,Tech & Engineering,"Business & Finance,Design & Creative",Healthcare & Medicine / Education & Coaching / Social Impact & Nonprofit / Law & Government,2026-04-22T02:52:30.47108+00:00,"You sit with people in their darkest moments, listening deeply and helping them process loss and grief so they can slowly rebuild meaning in their lives."
MEDIUM,10,1346d6a5-ede7-44a8-9188-13a73e8b0fec,Gymnastics Coach,Coach,title,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,2026-04-22T02:52:33.86077+00:00,"You teach young athletes essential gymnastics skills while building their confidence, strength, and discipline through hands-on instruction, spotting, and personalized feedback in a dynamic gym environment."
MEDIUM,10,ddc934d7-12a8-425a-bb86-5c1f63eae865,Hospital Administrator,Hospital,title,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Social Impact & Nonprofit",Healthcare & Medicine,2026-04-22T02:52:29.646164+00:00,"You manage the day-to-day operations of a hospital or healthcare facility, making critical decisions about budgets, staff, and patient services that directly impact the health and safety of thousands of people in your community."
